CreditScore,Savings,LoanRequested,City,Decision
581,35422,280007,Wilmington,0
603,83827,176786,Newark,1
630,58757,431115,Wilmington,0
629,32128,280409,Wilmington,0
470,79353,277913,Wilmington,0
644,62584,157107,Newark,1
412,26516,235234,Wilmington,0
411,64545,104654,Wilmington,0
696,53803,400280,Wilmington,0
404,36458,354520,Wilmington,0
707,46149,346983,Newark,0
391,28188,201837,Newark,0
806,8925,201713,Wilmington,0
466,51036,232935,Newark,0
522,67461,511090,Wilmington,0
524,45222,335685,Newark,0
763,14082,433414,Wilmington,0
347,61056,360136,Newark,0
665,37421,224311,Wilmington,0
792,25055,372435,Wilmington,0
398,41072,228425,Wilmington,0
478,36367,545125,Wilmington,0
705,43161,324824,Wilmington,0
515,51096,232450,Wilmington,0
312,57607,255479,Wilmington,0
458,34754,299512,Wilmington,0
469,59714,311282,Newark,0
328,94512,225998,Wilmington,0
715,36369,297856,Newark,0
807,23772,340164,Wilmington,0
369,58104,323783,Wilmington,0
702,65035,260396,Wilmington,0
776,27160,312085,Wilmington,0
403,37482,148796,Wilmington,0
510,74145,396736,Wilmington,0
404,42823,282203,Wilmington,0
361,49762,361014,Wilmington,0
807,22567,374049,Newark,0
679,81855,352132,Wilmington,0
764,33810,83744,Wilmington,1
415,69020,292531,Wilmington,0
691,67239,372926,Wilmington,0
638,39339,216385,Newark,0
462,30348,388154,Newark,0
572,31022,337857,Wilmington,0
511,44151,226840,Wilmington,0
376,92075,419991,Wilmington,0
728,69118,240949,Wilmington,1
780,27756,344183,Wilmington,0
787,57247,335091,Wilmington,0
304,47414,453073,Wilmington,0
783,60493,370989,Newark,0
304,-11552,260071,Wilmington,0
301,76604,499209,Wilmington,0
837,1927,256483,Wilmington,0
425,52346,75399,Newark,1
835,54082,124889,Wilmington,1
797,29754,278366,Wilmington,0
612,51856,83986,Wilmington,0
363,48459,164287,Wilmington,0
443,44324,206419,Wilmington,0
355,52103,216261,Wilmington,0
437,54502,395228,Wilmington,0
312,57955,202200,Wilmington,0
520,94463,173294,Wilmington,0
430,37589,165805,Wilmington,0
463,36788,146550,Wilmington,0
367,39142,130599,Wilmington,0
674,50778,355700,Wilmington,0
741,37304,413369,Wilmington,0
577,70586,350836,Wilmington,0
377,32707,232920,Wilmington,0
802,70996,270024,Wilmington,1
827,44318,342882,Wilmington,0
640,33916,282910,Wilmington,0
842,54240,467169,Newark,0
782,53755,309052,Wilmington,0
698,53200,222191,Wilmington,0
592,46361,170881,Wilmington,0
403,89196,178372,Newark,1
792,88560,275449,Wilmington,1
831,80346,190355,Wilmington,1
349,42780,284597,Wilmington,0
544,59701,228036,Wilmington,0
428,38583,288073,Wilmington,0
308,84621,282049,Wilmington,0
666,28732,437992,Wilmington,0
655,75018,317158,Newark,0
559,47125,335341,Newark,0
660,49851,226559,Wilmington,0
670,38188,293945,Wilmington,0
392,65955,258434,Newark,0
770,57547,347931,Wilmington,0
517,66349,436785,Wilmington,0
339,64544,266191,Newark,0
664,61115,192913,Wilmington,1
640,47680,432580,Wilmington,0
460,10203,266824,Wilmington,0
759,21709,91273,Wilmington,0
729,23282,203870,Wilmington,0
341,53167,291228,Wilmington,0
727,52135,346629,Wilmington,0
840,62406,63702,Wilmington,1
517,74459,438367,Wilmington,0
464,38371,183757,Wilmington,0
332,38567,286058,Wilmington,0
813,84207,401486,Wilmington,0
482,51217,405256,Wilmington,0
652,30717,129591,Wilmington,0
714,41914,237450,Wilmington,0
724,44183,210568,Wilmington,0
475,57061,299793,Wilmington,0
305,40585,311654,Wilmington,0
622,62767,520431,Wilmington,0
413,57368,324752,Wilmington,0
715,42354,247181,Wilmington,0
576,14513,392606,Wilmington,0
678,46379,371761,Newark,0
599,53416,277233,Wilmington,0
444,59327,337795,Wilmington,0
486,46558,436274,Wilmington,0
710,41976,354654,Wilmington,0
635,53856,227231,Wilmington,0
395,55541,350900,Newark,0
749,58604,412403,Newark,0
347,65982,427776,Newark,0
330,25129,307684,Newark,0
611,41836,321783,Wilmington,0
345,15935,309865,Wilmington,0
453,60948,248415,Wilmington,0
309,52831,310915,Wilmington,0
843,80910,175515,Newark,1
308,60424,315627,Wilmington,0
304,51075,276004,Wilmington,0
563,42136,299835,Wilmington,0
723,57044,431936,Newark,0
652,40518,398639,Wilmington,0
618,62172,409808,Wilmington,0
456,42302,248630,Wilmington,0
581,56399,291238,Wilmington,0
653,49462,303834,Wilmington,0
394,97085,424028,Newark,0
825,56607,192585,Wilmington,1
305,40552,310884,Newark,0
371,40925,362247,Wilmington,0
467,50531,223789,Wilmington,0
534,32607,276871,Wilmington,0
690,59522,380913,Wilmington,0
706,37196,420397,Newark,0
487,24383,279381,Wilmington,0
700,46620,434431,Wilmington,0
471,49500,460348,Newark,0
315,36820,376004,Newark,0
459,43386,193449,Newark,0
781,58025,258700,Newark,0
300,63023,308034,Wilmington,0
793,70512,282697,Wilmington,0
314,50837,216181,Newark,0
602,29545,381152,Wilmington,0
400,61964,393235,Wilmington,0
362,41019,272791,Newark,0
370,44019,286484,Wilmington,0
387,52131,244331,Wilmington,0
559,65670,215742,Wilmington,0
680,69813,346185,Wilmington,0
734,74944,280037,Wilmington,1
763,41476,204801,Wilmington,0
634,55095,421068,Wilmington,0
833,33256,169081,Wilmington,0
548,24016,145353,Wilmington,0
351,44058,38791,Newark,1
336,59906,394268,Wilmington,0
746,66804,272623,Wilmington,0
353,71486,390476,Wilmington,0
596,29689,176569,Newark,0
708,49025,247851,Wilmington,0
813,24777,209438,Newark,0
420,33647,399090,Wilmington,0
830,46573,300951,Wilmington,0
544,54078,250883,Wilmington,0
493,24547,229666,Wilmington,0
381,53295,182229,Newark,0
466,45662,238617,Wilmington,0
837,73735,136115,Wilmington,1
417,9336,247584,Newark,0
575,74899,338091,Wilmington,0
566,52260,324475,Newark,0
510,13512,351210,Wilmington,0
743,20608,167202,Wilmington,0
701,43992,341130,Wilmington,0
628,41601,305883,Wilmington,0
786,59472,34467,Wilmington,1
602,56112,352829,Wilmington,0
743,46643,446372,Wilmington,0
823,78646,237145,Newark,1
728,45372,340054,Wilmington,0
719,18825,263823,Wilmington,0
644,53705,343481,Newark,0
644,77540,334925,Wilmington,0
335,7370,320731,Wilmington,0
664,79592,344830,Newark,0
789,30153,240734,Wilmington,0
681,57902,107323,Wilmington,1
573,26608,238792,Wilmington,0
419,52576,302948,Wilmington,0
339,41172,268864,Newark,0
600,43234,456351,Newark,0
459,20076,254708,Newark,0
728,68976,413762,Wilmington,0
439,76628,443160,Wilmington,0
470,56324,258930,Newark,0
842,88817,298598,Wilmington,1
409,48444,254973,Wilmington,0
678,55640,349922,Wilmington,0
416,39009,208117,Wilmington,0
654,44947,170205,Wilmington,1
564,63828,301958,Newark,0
379,56604,103464,Wilmington,0
795,42263,167244,Wilmington,1
759,93108,359894,Wilmington,1
696,26660,477014,Wilmington,0
693,69631,421673,Wilmington,0
568,49454,367469,Wilmington,0
552,60161,241870,Wilmington,0
808,40102,361168,Newark,0
542,67329,335430,Wilmington,0
741,34838,151195,Newark,0
720,65616,320166,Wilmington,0
402,66454,270994,Wilmington,0
351,47479,244508,Wilmington,0
695,54953,395283,Newark,0
798,21035,251888,Wilmington,0
608,69117,125005,Wilmington,0
705,54114,309894,Newark,0
628,28766,416476,Wilmington,0
713,17077,422703,Wilmington,0
540,18323,380658,Wilmington,0
397,78509,425495,Newark,0
643,49418,86354,Wilmington,0
664,49637,281739,Newark,0
544,47576,262521,Wilmington,0
769,37828,351302,Wilmington,0
323,75232,344682,Wilmington,0
378,74447,235650,Wilmington,0
767,40505,259556,Wilmington,0
645,59315,266184,Newark,0
649,63012,391197,Wilmington,0
777,70476,474342,Newark,0
756,49039,117248,Wilmington,1
549,40270,117525,Wilmington,0
568,41098,264822,Wilmington,0
531,35236,454213,Wilmington,0
782,9806,339845,Wilmington,0
652,52750,463393,Newark,0
768,70625,192795,Wilmington,1
437,44465,325442,Newark,0
618,37296,233127,Wilmington,0
740,-10603,258158,Wilmington,0
704,17643,354927,Wilmington,0
840,41666,301522,Wilmington,0
648,53123,477364,Wilmington,0
794,62083,404817,Wilmington,0
425,57136,277679,Newark,0
433,12514,244995,Wilmington,0
702,15404,313366,Newark,0
803,22517,263217,Wilmington,0
582,50050,372070,Wilmington,0
673,50030,317156,Wilmington,0
344,55530,380681,Wilmington,0
807,54658,425954,Wilmington,0
640,16464,354883,Wilmington,0
323,22330,394910,Wilmington,0
355,55662,351933,Wilmington,0
596,43353,284201,Wilmington,0
683,51790,179100,Newark,1
447,20682,146369,Newark,0
831,15727,404333,Wilmington,0
526,44196,260061,Wilmington,0
554,38251,407737,Wilmington,0
616,65244,238130,Wilmington,0
528,41115,282499,Wilmington,0
325,51989,222300,Wilmington,0
503,75356,300655,Newark,0
328,84220,275876,Wilmington,0
318,49063,407017,Newark,0
549,53204,375900,Wilmington,0
589,28318,378866,Wilmington,0
547,46156,147397,Wilmington,0
508,28760,174874,Wilmington,0
503,69355,186531,Newark,0
784,80014,277285,Newark,1
805,38544,279809,Wilmington,0
700,54445,386748,Wilmington,0
742,45178,450213,Wilmington,0
636,40647,417253,Newark,0
614,39228,247316,Wilmington,0
717,53685,438256,Newark,0
793,15716,397623,Wilmington,0
833,27222,291736,Newark,0
576,16581,350820,Wilmington,0
652,48686,283907,Wilmington,0
837,44039,135162,Wilmington,1
698,36409,181546,Wilmington,0
336,65492,288164,Wilmington,0
570,49236,192465,Newark,0
564,46574,225494,Newark,0
529,67429,212444,Wilmington,0
621,83518,377646,Wilmington,0
447,36496,470245,Wilmington,0
379,53327,274623,Newark,0
550,59123,234322,Wilmington,0
632,37402,324811,Wilmington,0
474,8514,506468,Newark,0
701,39153,478107,Newark,0
763,25720,264754,Wilmington,0
720,59483,261765,Wilmington,0
573,95699,309571,Newark,0
324,38028,70548,Newark,1
693,53307,430474,Newark,0
364,62003,315684,Newark,0
623,28698,467856,Wilmington,0
745,73883,312395,Wilmington,0
819,55272,370500,Wilmington,0
495,31410,341728,Wilmington,0
721,64674,182495,Wilmington,1
615,37226,211140,Wilmington,0
642,32195,75323,Wilmington,0
530,47396,508464,Wilmington,0
584,34834,435796,Wilmington,0
660,33210,337576,Wilmington,0
433,55468,295177,Wilmington,0
344,79421,243781,Wilmington,0
627,38097,430859,Wilmington,0
837,28659,213328,Wilmington,0
402,67562,147771,Wilmington,0
425,42968,330327,Newark,0
540,59453,248988,Newark,0
662,59725,381933,Wilmington,0
725,62692,287045,Wilmington,0
841,68236,351262,Newark,0
734,54197,180377,Newark,1
742,62426,347671,Newark,0
783,35566,263982,Wilmington,0
843,82357,207013,Wilmington,1
701,53145,372521,Wilmington,0
564,76896,177653,Wilmington,0
436,59159,264395,Wilmington,0
723,38590,382850,Wilmington,0
335,69990,349184,Wilmington,0
623,10446,269111,Wilmington,0
576,51233,129121,Wilmington,0
302,76280,353767,Wilmington,0
591,24952,465554,Wilmington,0
804,79260,236151,Wilmington,1
640,63594,279739,Wilmington,0
804,27065,526353,Newark,0
319,72607,323846,Wilmington,0
528,30782,374228,Newark,0
726,49321,286683,Newark,0
548,47086,371773,Wilmington,0
781,75227,309728,Newark,0
490,59086,475923,Wilmington,0
593,45509,281438,Wilmington,0
472,26365,317416,Newark,0
424,68586,109968,Wilmington,0
317,30859,228582,Wilmington,0
422,26900,293781,Wilmington,0
592,25306,230676,Wilmington,0
477,75276,421611,Newark,0
669,58632,259485,Wilmington,0
847,3002,357457,Wilmington,0
470,81737,310241,Wilmington,0
694,57790,239621,Wilmington,0
373,67480,288499,Wilmington,0
546,22918,427695,Newark,0
755,19725,405801,Newark,0
523,37365,209049,Wilmington,0
821,38091,209483,Wilmington,0
611,61283,257268,Newark,0
758,58018,104010,Wilmington,1
621,47891,421071,Wilmington,0
701,66800,364884,Wilmington,0
588,70549,121551,Wilmington,0
757,19476,411428,Wilmington,0
685,29348,435694,Wilmington,0
820,59165,406057,Newark,0
685,5518,268090,Wilmington,0
741,39636,169404,Wilmington,0
650,73956,369070,Wilmington,0
385,47069,276646,Newark,0
831,78112,290189,Wilmington,1
321,49710,326802,Wilmington,0
564,63775,275014,Wilmington,0
365,38732,378996,Newark,0
574,45403,422295,Newark,0
707,51258,126327,Wilmington,1
302,46299,169770,Wilmington,0
653,72136,276382,Newark,1
364,25150,472495,Wilmington,0
354,29244,279681,Wilmington,0
757,39271,336585,Newark,0
574,52808,186738,Wilmington,0
322,51526,333679,Wilmington,0
695,42571,104407,Wilmington,1
589,61258,390721,Wilmington,0
545,59155,297014,Wilmington,0
838,29397,222091,Newark,0
758,39758,393791,Newark,0
650,40791,206711,Wilmington,0
806,20554,377756,Wilmington,0
425,458,584567,Newark,0
694,8465,191327,Newark,0
458,26539,198727,Newark,0
332,28659,124003,Wilmington,0
596,37060,191826,Wilmington,0
585,39082,166390,Wilmington,0
421,15648,422436,Wilmington,0
760,67935,352147,Wilmington,0
490,35865,454767,Newark,0
676,29582,317117,Newark,0
420,63012,388001,Wilmington,0
549,58989,362478,Wilmington,0
819,37116,83557,Wilmington,1
664,87227,270186,Wilmington,1
687,48394,483920,Wilmington,0
522,39426,201246,Wilmington,0
397,-6506,215916,Wilmington,0
777,12464,269961,Wilmington,0
413,58067,234261,Wilmington,0
818,12547,236703,Wilmington,0
353,34752,105865,Newark,0
704,55408,182558,Wilmington,1
785,47322,250639,Wilmington,0
368,65869,431304,Newark,0
816,35668,271881,Wilmington,0
668,64717,370837,Newark,0
317,40560,212411,Newark,0
304,39414,277230,Wilmington,0
349,39245,173152,Wilmington,0
431,60768,365207,Wilmington,0
523,55505,386800,Wilmington,0
704,91912,478588,Newark,0
467,71351,276526,Wilmington,0
515,80247,147660,Wilmington,0
305,46753,219732,Newark,0
423,66624,309113,Wilmington,0
779,67378,342024,Wilmington,0
627,44758,399675,Newark,0
624,42273,254398,Wilmington,0
549,60741,277649,Wilmington,0
778,33855,403414,Newark,0
847,78878,407078,Wilmington,0
427,41179,274051,Wilmington,0
753,65709,11829,Wilmington,1
728,35180,309485,Newark,0
365,49053,490993,Newark,0
658,54059,265970,Wilmington,0
576,39664,209269,Wilmington,0
588,57615,173430,Wilmington,0
471,79575,214140,Newark,0
652,57570,296902,Wilmington,0
478,25254,394247,Wilmington,0
712,62347,304247,Newark,0
834,62236,157495,Wilmington,1
420,86968,263646,Wilmington,0
317,29044,424270,Wilmington,0
327,62049,132747,Wilmington,0
788,66607,246566,Wilmington,1
702,49513,73649,Wilmington,1
319,21604,447092,Wilmington,0
644,46044,309630,Wilmington,0
536,-10702,356644,Newark,0
386,48179,469500,Newark,0
489,35552,375626,Wilmington,0
364,44780,400453,Wilmington,0
694,63587,337692,Newark,0
383,74233,341855,Wilmington,0
399,65757,267812,Wilmington,0
387,6217,355483,Wilmington,0
670,57349,302799,Newark,0
780,51768,308401,Wilmington,0
424,74246,244155,Wilmington,0
696,37636,306282,Wilmington,0
622,26535,391201,Wilmington,0
444,68327,362075,Wilmington,0
555,20521,418107,Wilmington,0
528,55683,392758,Wilmington,0
828,37428,472581,Wilmington,0
848,31903,422195,Wilmington,0
687,49871,314092,Newark,0
445,63058,377846,Newark,0
484,76114,250070,Wilmington,0
512,72692,354877,Wilmington,0
409,67489,245019,Newark,0
721,80139,456606,Newark,0
307,40200,311400,Wilmington,0
531,58719,302553,Wilmington,0
654,67346,220068,Wilmington,1
797,59419,302982,Newark,0
419,56600,323618,Wilmington,0
537,69917,397055,Wilmington,0
793,61108,284577,Wilmington,0
848,61182,378242,Wilmington,0
308,15937,269935,Wilmington,0
394,16011,319625,Wilmington,0
782,47367,132751,Wilmington,1
343,66621,389302,Newark,0
322,60356,132751,Newark,0
338,9712,357837,Wilmington,0
418,47962,391025,Wilmington,0
762,-3786,259857,Wilmington,0
682,23930,265458,Newark,0
822,53431,136889,Newark,1
347,61684,308456,Wilmington,0
368,54055,372687,Wilmington,0
682,72299,166296,Wilmington,1
634,69430,279236,Wilmington,0
584,35483,101894,Newark,0
816,30600,158958,Wilmington,0
613,49105,511592,Wilmington,0
645,49723,255176,Wilmington,0
774,51728,230644,Wilmington,0
586,32800,321366,Newark,0
502,62940,404689,Wilmington,0
404,59623,333538,Wilmington,0
459,29050,325473,Newark,0
419,54251,202678,Wilmington,0
463,60464,243027,Wilmington,0
636,44266,276376,Newark,0
771,59774,233983,Wilmington,1
647,63936,378008,Newark,0
692,-11998,210920,Wilmington,0
768,63037,392152,Newark,0
833,68120,346645,Wilmington,0
697,37551,130197,Newark,1
595,57598,263178,Wilmington,0
762,83276,445285,Wilmington,0
724,50218,260244,Newark,0
627,30990,275167,Wilmington,0
787,25216,183070,Newark,0
483,42562,460457,Wilmington,0
680,83911,457530,Wilmington,0
816,48165,421008,Newark,0
562,23737,403221,Newark,0
838,81417,330750,Wilmington,0
318,43361,187397,Wilmington,0
358,62253,406424,Wilmington,0
396,16719,242747,Wilmington,0
485,50654,236102,Wilmington,0
535,74386,234409,Wilmington,0
715,21901,246130,Wilmington,0
745,65413,241910,Wilmington,1
351,70432,420487,Wilmington,0
708,47619,166560,Wilmington,1
522,7484,144350,Wilmington,0
374,90853,349827,Wilmington,0
488,55346,469278,Wilmington,0
676,52465,267998,Wilmington,0
419,15655,384891,Wilmington,0
624,30301,236019,Wilmington,0
346,52328,198292,Wilmington,0
745,-10001,333720,Wilmington,0
433,20945,329193,Newark,0
715,41233,195710,Wilmington,0
452,58966,224301,Wilmington,0
516,85800,144336,Newark,1
651,51906,288533,Newark,0
461,35579,317183,Wilmington,0
308,101044,356055,Wilmington,0
493,61051,421116,Wilmington,0
438,33341,149010,Wilmington,0
646,49693,418308,Newark,0
649,87495,330803,Wilmington,0
749,34384,250701,Wilmington,0
371,59593,243378,Wilmington,0
455,44728,255033,Wilmington,0
566,28145,120399,Newark,0
647,45380,412079,Wilmington,0
576,55073,255018,Wilmington,0
437,30235,217911,Wilmington,0
473,39144,262410,Newark,0
485,53525,236516,Newark,0
641,32739,274106,Newark,0
792,40971,126939,Newark,1
416,73318,435917,Wilmington,0
311,27042,328931,Wilmington,0
631,49685,235733,Wilmington,0
667,50703,233265,Newark,0
476,29463,282993,Wilmington,0
690,51600,287845,Wilmington,0
638,18310,201833,Wilmington,0
670,56687,183685,Wilmington,1
324,79549,325570,Wilmington,0
705,66398,404540,Wilmington,0
526,55324,205745,Wilmington,0
720,77675,294331,Newark,1
335,54948,253195,Newark,0
569,52845,222099,Wilmington,0
800,2275,321668,Wilmington,0
513,49588,381234,Wilmington,0
827,50593,281882,Wilmington,0
497,40540,378352,Wilmington,0
668,27258,179789,Newark,0
342,37255,262407,Wilmington,0
404,71377,328011,Wilmington,0
517,65323,335518,Wilmington,0
381,47382,273183,Newark,0
760,21952,406081,Newark,0
336,44091,335966,Wilmington,0
798,9973,262093,Wilmington,0
325,43717,182907,Newark,0
562,40244,208613,Wilmington,0
551,33550,245871,Wilmington,0
840,55265,160490,Newark,1
507,7692,286878,Wilmington,0
684,90452,426446,Wilmington,0
411,56814,264069,Newark,0
544,90977,289528,Newark,0
352,56906,191803,Wilmington,0
476,42071,310750,Newark,0
698,28002,291316,Newark,0
335,83910,374960,Wilmington,0
557,51529,348788,Wilmington,0
701,69714,309480,Newark,0
511,32247,436578,Newark,0
386,70774,217774,Newark,0
671,60452,198090,Wilmington,1
684,31733,174280,Wilmington,0
570,-7195,105124,Wilmington,0
342,66453,133848,Wilmington,0
378,47594,302301,Wilmington,0
464,32118,294487,Wilmington,0
334,40644,113316,Wilmington,0
703,44060,579116,Wilmington,0
602,75622,192507,Wilmington,0
737,74559,403889,Wilmington,0
317,72183,220845,Wilmington,0
767,60704,615981,Wilmington,0
765,32696,235929,Wilmington,0
323,56637,515930,Wilmington,0
306,30430,302888,Wilmington,0
579,41941,357987,Wilmington,0
762,53463,245106,Wilmington,0
825,18472,192926,Wilmington,0
623,37960,336258,Wilmington,0
617,51573,299316,Newark,0
632,77593,411338,Wilmington,0
778,58933,254346,Wilmington,0
632,35207,289492,Wilmington,0
433,56748,141020,Wilmington,0
688,37563,233782,Wilmington,0
749,35177,274219,Newark,0
348,13182,308765,Wilmington,0
486,48751,269377,Wilmington,0
324,41584,212712,Wilmington,0
431,38897,316141,Wilmington,0
690,49024,231390,Wilmington,0
821,11557,329969,Newark,0
467,38772,243850,Wilmington,0
686,75153,321026,Wilmington,0
445,42322,426837,Newark,0
405,67778,330613,Wilmington,0
320,61299,454127,Wilmington,0
742,44579,353958,Wilmington,0
817,65757,176429,Wilmington,1
642,76071,408343,Newark,0
388,380,353178,Newark,0
741,50408,385222,Wilmington,0
795,82643,189493,Wilmington,1
348,41868,413059,Wilmington,0
572,30739,248408,Wilmington,0
718,30171,287084,Wilmington,0
718,76323,369865,Wilmington,0
403,41849,339217,Wilmington,0
438,65013,362421,Wilmington,0
831,24215,423556,Wilmington,0
809,41089,418156,Wilmington,0
767,56637,339042,Wilmington,0
318,65216,198311,Newark,0
477,35710,276656,Wilmington,0
589,48303,77686,Wilmington,0
497,80646,185693,Wilmington,0
629,37698,403999,Wilmington,0
652,54823,257135,Newark,0
813,17844,355231,Wilmington,0
528,57858,374437,Wilmington,0
744,68474,276167,Newark,0
629,45622,431823,Wilmington,0
751,54299,278278,Wilmington,0
725,12772,474257,Newark,0
804,45388,218698,Wilmington,0
505,35665,506189,Wilmington,0
690,24333,256751,Newark,0
346,87904,77677,Wilmington,1
809,38368,401469,Wilmington,0
728,25574,318474,Wilmington,0
718,36136,368580,Wilmington,0
642,65784,393093,Wilmington,0
498,45333,190932,Wilmington,0
461,39971,46133,Wilmington,1
846,27625,232405,Wilmington,0
717,25958,326696,Wilmington,0
682,88064,273101,Wilmington,1
317,51395,337403,Wilmington,0
326,58131,210180,Wilmington,0
799,64639,287720,Newark,0
593,27775,204756,Wilmington,0
683,32246,401571,Wilmington,0
593,44010,331493,Wilmington,0
339,47900,347908,Wilmington,0
732,46014,281399,Wilmington,0
732,34071,200381,Wilmington,0
319,5734,447310,Wilmington,0
376,21410,362074,Wilmington,0
791,40619,384695,Newark,0
392,81685,202971,Wilmington,0
371,63562,516089,Wilmington,0
630,53814,401214,Wilmington,0
309,68464,382814,Wilmington,0
473,39891,257195,Wilmington,0
810,73549,422844,Wilmington,0
681,66410,317286,Wilmington,0
425,51015,280899,Wilmington,0
426,63861,315386,Wilmington,0
318,66362,159420,Wilmington,0
499,72123,231670,Wilmington,0
666,61280,377672,Newark,0
427,22913,133163,Wilmington,0
370,48275,215599,Newark,0
818,9514,253488,Wilmington,0
512,56033,303340,Wilmington,0
484,31812,431481,Wilmington,0
849,18019,153210,Newark,0
490,15539,489944,Wilmington,0
716,55726,4641,Wilmington,1
379,56098,51250,Wilmington,1
445,41411,270060,Wilmington,0
673,44505,433994,Wilmington,0
572,37354,357860,Wilmington,0
374,61296,389171,Wilmington,0
838,24358,201050,Newark,0
788,69725,309110,Wilmington,0
546,55885,378454,Wilmington,0
513,71931,200182,Wilmington,0
478,39433,348237,Wilmington,0
690,54496,306556,Newark,0
688,49308,476312,Wilmington,0
508,15322,380027,Newark,0
578,53411,222795,Wilmington,0
434,70489,351263,Wilmington,0
732,23428,313636,Wilmington,0
419,61473,218475,Wilmington,0
544,75914,250246,Wilmington,0
444,33678,203415,Newark,0
718,52764,222348,Wilmington,0
582,50282,185744,Newark,0
326,49448,259107,Newark,0
459,34289,372737,Wilmington,0
601,39079,179443,Wilmington,0
491,78257,271891,Newark,0
646,100257,418815,Newark,0
394,40471,74600,Newark,1
501,77591,405044,Newark,0
547,32834,437886,Newark,0
538,70637,318356,Wilmington,0
670,66676,255168,Newark,1
499,51627,280189,Wilmington,0
835,66033,315251,Newark,0
314,49345,327583,Wilmington,0
690,52862,211607,Newark,0
822,41357,307989,Wilmington,0
841,49267,241451,Wilmington,0
768,62297,45135,Newark,1
659,15916,365397,Wilmington,0
608,41388,156654,Wilmington,0
716,49272,271162,Wilmington,0
399,31275,279884,Wilmington,0
348,42624,154488,Wilmington,0
443,31325,362612,Wilmington,0
406,44867,256836,Wilmington,0
814,67401,105608,Wilmington,1
821,42780,199228,Wilmington,0
446,31555,211911,Wilmington,0
515,56251,225639,Newark,0
415,40304,289598,Wilmington,0
542,108027,189643,Wilmington,0
729,59007,208702,Wilmington,1
812,29444,238443,Wilmington,0
680,69155,382816,Wilmington,0
789,89397,196991,Wilmington,1
795,51210,252923,Wilmington,0
572,47370,112607,Wilmington,0
824,21662,443340,Wilmington,0
663,67518,373625,Wilmington,0
586,32858,76097,Wilmington,0
459,49505,196918,Wilmington,0
568,65096,381750,Wilmington,0
777,30088,321119,Newark,0
641,47569,258321,Wilmington,0
700,59096,384886,Wilmington,0
538,96746,395455,Wilmington,0
838,32148,255290,Wilmington,0
308,65820,229235,Wilmington,0
506,36378,250497,Wilmington,0
674,65348,208268,Wilmington,1
369,67915,360592,Newark,0
541,49315,192341,Wilmington,0
384,52391,168775,Wilmington,0
603,44713,378477,Wilmington,0
349,36234,397832,Newark,0
482,72348,277334,Newark,0
321,72961,153953,Wilmington,0
839,-12680,261433,Wilmington,0
553,37503,341418,Wilmington,0
541,59427,255124,Wilmington,0
576,82081,265434,Newark,0
527,63900,429076,Wilmington,0
328,24150,237572,Newark,0
501,63323,165733,Wilmington,0
434,61157,294704,Newark,0
760,52513,272151,Wilmington,0
712,52962,396137,Wilmington,0
609,63563,402926,Wilmington,0
534,52015,377167,Wilmington,0
697,9766,186813,Wilmington,0
478,41305,323390,Wilmington,0
850,26366,233464,Wilmington,0
845,39639,373534,Wilmington,0
636,55106,537724,Wilmington,0
613,32151,178264,Newark,0
599,39698,411818,Wilmington,0
814,81997,283212,Wilmington,1
490,25583,164437,Wilmington,0
569,42591,287005,Wilmington,0
314,10703,242553,Wilmington,0
810,21777,364591,Wilmington,0
539,40985,320783,Wilmington,0
352,42661,52684,Wilmington,1
367,54767,204026,Wilmington,0
697,41207,322942,Wilmington,0
323,27236,182755,Newark,0
689,49310,171393,Wilmington,1
489,27998,358170,Wilmington,0
397,-8105,479103,Wilmington,0
744,37647,293724,Wilmington,0
844,91174,458198,Newark,0
714,36051,193657,Newark,0
778,41355,304541,Wilmington,0
358,27144,349782,Newark,0
727,45741,230028,Wilmington,0
414,43026,325478,Wilmington,0
662,73348,269308,Wilmington,1
797,53926,221735,Wilmington,0
779,53858,360706,Wilmington,0
445,61418,370262,Newark,0
603,67821,291684,Newark,0
380,72377,338481,Wilmington,0
620,80242,208446,Wilmington,0
469,44930,260652,Wilmington,0
819,44981,195479,Newark,0
627,40753,312226,Newark,0
651,74297,436155,Wilmington,0
417,50571,258943,Wilmington,0
464,31992,190847,Wilmington,0
824,66668,281834,Wilmington,0
590,50365,367996,Wilmington,0
540,87344,244844,Newark,0
453,48082,286923,Newark,0
614,63202,436593,Wilmington,0
639,29947,203259,Wilmington,0
480,69770,257594,Wilmington,0
308,54459,297237,Wilmington,0
820,52730,326597,Wilmington,0
324,70509,313108,Wilmington,0
716,65862,193733,Wilmington,1
833,30195,406291,Newark,0
683,44942,408085,Wilmington,0
558,77838,225015,Wilmington,0
806,17102,281317,Wilmington,0
336,29134,333051,Wilmington,0
386,35430,282299,Newark,0
819,77703,379649,Wilmington,0
436,46122,459460,Wilmington,0
849,79248,298046,Wilmington,1
527,14744,398301,Wilmington,0
721,13561,346068,Wilmington,0
405,25817,276245,Wilmington,0
301,46271,149856,Wilmington,0
596,55239,282099,Wilmington,0
501,59037,165857,Wilmington,0
849,63260,118858,Newark,1
419,31702,632545,Wilmington,0
483,59771,178385,Wilmington,0
768,90960,427733,Wilmington,0
377,32061,269674,Wilmington,0
361,34596,297884,Wilmington,0
692,42039,494828,Wilmington,0
545,49670,89041,Wilmington,0
332,38948,435120,Wilmington,0
410,64915,266503,Newark,0
